"","OTU.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"4718","93edecd720144df04fce49c4adb5ac74","D_0__Bacteria","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Betaproteobacteriales","D_4__Burkholderiaceae","D_5__Noviherbaspirillum",NA
"4719","d7847d6eb08f85e3a904b5fc2c89a352","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Frankiales","D_4__Geodermatophilaceae","D_5__Geodermatophilus",NA
"4720","209d74c51975e2c95988811c7a947d3c","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Rickettsiales","D_4__SM2D12",NA,NA
"4721","2e1ce348736af04b111fbb69049e2816","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Chitinophagales","D_4__Chitinophagaceae","D_5__uncultured","D_6__metagenome"
"4722","ac07b2c041b7ab8037826da00d8a880e","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Nibribacter","D_6__uncultured bacterium"
"4723","cae8bd7615ad22d336bef887b2494aad","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Myxococcales","D_4__bacteriap25","D_5__metagenome","D_6__metagenome"
"4724","df01b9ff7e1fb02128e694d5a44f0343","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Rhizobiales","D_4__Beijerinckiaceae",NA,NA
"4725","150cc9c24ebaf059ceb8022b5ae22fa8","D_0__Bacteria","D_1__Patescibacteria","D_2__Gracilibacteria","D_3__Candidatus Peribacteria","D_4__uncultured soil bacterium","D_5__uncultured soil bacterium","D_6__uncultured soil bacterium"
"4726","f8b0bf5f601e2b616f133643bc9c1527","D_0__Bacteria","D_1__Acidobacteria","D_2__Blastocatellia (Subgroup 4)","D_3__Blastocatellales","D_4__Blastocatellaceae","D_5__Blastocatella","D_6__uncultured bacterium"
"4727","571e090c5f4d9e33a2a4a2dc49e8b1f1","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Micromonosporales","D_4__Micromonosporaceae","D_5__Dactylosporangium","D_6__uncultured bacterium"
"4728","f53a9f8c2e5b099609132ff9e2dfff84","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria","D_3__Leptolyngbyales","D_4__Leptolyngbyaceae","D_5__Phormidesmis ANT.L52.6",NA
"4729","660437e8e58437dfdfd013628dac9eb3","D_0__Bacteria","D_1__Patescibacteria","D_2__Parcubacteria","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4730","ca3afd7e6e563596eb3b58ef68230fbb","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Caulobacterales","D_4__Caulobacteraceae","D_5__PMMR1","D_6__uncultured endolithic bacterium"
"4731","69327149de472506150a1e966a916e9f","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Azospirillales","D_4__Azospirillaceae","D_5__Azospirillum",NA
"4732","f134bbb65aba78210a72204c4f1f6464","D_0__Bacteria","D_1__Verrucomicrobia","D_2__Verrucomicrobiae","D_3__Chthoniobacterales","D_4__01D2Z36","D_5__metagenome","D_6__metagenome"
"4733","7204d52818de50f7e4be5ef3843d1d20","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Rhizobiales","D_4__Beijerinckiaceae","D_5__Bosea",NA
"4734","a37d2e6043cfd6f3e4d0cfa84b6dc956","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Myxococcales","D_4__VHS-B3-70","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4735","ed8ae5a8da3aa96ca035e6104ac7c98a","D_0__Bacteria","D_1__Planctomycetes","D_2__Planctomycetacia","D_3__Gemmatales","D_4__Gemmataceae","D_5__uncultured",NA
"4736","46659813c50e9230f6fc4326c5c59eb8","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Holosporales","D_4__Holosporaceae","D_5__Candidatus Bealeia","D_6__uncultured bacterium"
"4737","c7533094e59e23d208c772274dfc2b6e","D_0__Bacteria","D_1__Gemmatimonadetes","D_2__Longimicrobia","D_3__Longimicrobiales","D_4__Longimicrobiaceae","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4738","8cd88fdf7113ebd7e501f80018111cd5","D_0__Bacteria",NA,NA,NA,NA,NA,NA
"4739","a181b083124c1ec9ef46670adc9fc323","D_0__Bacteria",NA,NA,NA,NA,NA,NA
"4740","85c7813f6e2b11864808fec39eed23f8","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria","D_3__Nostocales","D_4__Chroococcidiopsaceae","D_5__uncultured","D_6__uncultured bacterium"
"4741","06f55e1854de5fbf5f2a05b5d026261c","D_0__Bacteria","D_1__Chloroflexi","D_2__Chloroflexia","D_3__Chloroflexales","D_4__Chloroflexaceae","D_5__FFCH7168","D_6__uncultured bacterium"
"4742","6890cffff1c1a0e5a54d017d810d18b4","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Larkinella","D_6__uncultured bacterium"
"4743","20d4b86a5ed388287b10d8f640206f29","D_0__Bacteria","D_1__Planctomycetes","D_2__Planctomycetacia","D_3__Isosphaerales","D_4__Isosphaeraceae","D_5__uncultured","D_6__uncultured Isosphaera sp."
"4744","e0c22eb4bd3ab452678e6c6ad5957ceb","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Azospirillales","D_4__Azospirillaceae","D_5__Skermanella","D_6__uncultured bacterium"
"4745","1754d4b32a59ef2832297c2eca0b4948","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Myxococcales","D_4__Archangiaceae","D_5__Anaeromyxobacter","D_6__uncultured bacterium SJA-5"
"4746","ddaf4460aa8e892380a3dc0f8869252e","D_0__Bacteria","D_1__Actinobacteria","D_2__Acidimicrobiia","D_3__IMCC26256","D_4__uncultured actinobacterium","D_5__uncultured actinobacterium","D_6__uncultured actinobacterium"
"4747","f02dbf2c9e750dabecbc15f6192b142f","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Chitinophagales","D_4__Chitinophagaceae","D_5__Flavisolibacter",NA
"4748","3285a887b541e0e269f6b3802ffc4ad4","D_0__Bacteria","D_1__Acidobacteria","D_2__Blastocatellia (Subgroup 4)","D_3__Blastocatellales","D_4__Blastocatellaceae",NA,NA
"4749","83ab0a0e5b814731cfd64de8753fc75c","D_0__Bacteria",NA,NA,NA,NA,NA,NA
"4750","f832937d29e2d5ae23adfcb46eb24877","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4751","58ed43fb122d9eb076c09bd3c01b6d28","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Myxococcales","D_4__Myxococcaceae","D_5__uncultured","D_6__uncultured bacterium"
"4752","5c32539b0c253881d5cc93d33c4d03db","D_0__Bacteria","D_1__Actinobacteria","D_2__Thermoleophilia","D_3__Solirubrobacterales","D_4__Solirubrobacteraceae","D_5__Solirubrobacter","D_6__uncultured bacterium"
"4753","2f7e218f852c114980823b15b98a60b6","D_0__Bacteria","D_1__Verrucomicrobia","D_2__Verrucomicrobiae","D_3__Chthoniobacterales","D_4__Chthoniobacteraceae","D_5__Chthoniobacter","D_6__uncultured bacterium"
"4754","563886c67b72c93a34bd69de569b3fd1","D_0__Bacteria","D_1__Gemmatimonadetes","D_2__Gemmatimonadetes","D_3__Gemmatimonadales","D_4__Gemmatimonadaceae",NA,NA
"4755","e1044575ee2d28f906ed8a8def90652b","D_0__Bacteria","D_1__Chloroflexi","D_2__SHA-26","D_3__uncultured bacterium",NA,NA,NA
"4756","d8dfbedf193d2a79b42a3a3b3465d356","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria","D_3__Nostocales","D_4__Phormidiaceae","D_5__Tychonema CCAP 1459-11B","D_6__uncultured bacterium"
"4757","3fc68fd1212f4c1045192a52fad0ed2c","D_0__Bacteria","D_1__Planctomycetes","D_2__Planctomycetacia","D_3__Gemmatales","D_4__Gemmataceae","D_5__Fimbriiglobus","D_6__uncultured bacterium"
"4758","be7138ab274939d19ad6a0b052680fc4","D_0__Bacteria","D_1__Acidobacteria","D_2__Subgroup 6",NA,NA,NA,NA
"4759","543f65d2b0c4b4f62d2dc3abb83307c6","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Cytophagaceae","D_5__Sporocytophaga","D_6__uncultured bacterium"
"4761","74a8c0cfea6a8f5dfdc0a15640ee6c54","D_0__Bacteria","D_1__Planctomycetes","D_2__Phycisphaerae","D_3__Tepidisphaerales","D_4__Tepidisphaeraceae","D_5__Tepidisphaera","D_6__uncultured bacterium"
"4762","ed4d9c5d6f975a3d319cd5f9d86db5c8","D_0__Bacteria","D_1__Actinobacteria","D_2__Thermoleophilia","D_3__Gaiellales","D_4__uncultured",NA,NA
"4763","b96820e0b53997f30131faa907a78a3a","D_0__Bacteria","D_1__Chloroflexi","D_2__Chloroflexia","D_3__Kallotenuales","D_4__AKIW781","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4764","f3ad803792fe3b7f1f1375d84c719462","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Cyclobacteriaceae","D_5__uncultured","D_6__uncultured Bacteroidetes bacterium"
"4765","c649a6cc2c703a39a9aafb42ca836f19","D_0__Bacteria","D_1__Actinobacteria","D_2__Acidimicrobiia","D_3__Microtrichales","D_4__Ilumatobacteraceae","D_5__uncultured","D_6__uncultured Acidimicrobiales bacterium"
"4766","bbcf563d91cecd961a3d60c2a2c89bb3","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Acetobacterales","D_4__Acetobacteraceae","D_5__uncultured Acetobacteraceae bacterium","D_6__uncultured Acetobacteraceae bacterium"
"4767","5491808f96caed14853226c6fc44f574","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Myxococcales","D_4__P3OB-42","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4768","95060a4ea499c7cada226ef7d2394942","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__KD3-93","D_5__uncultured Bacteroidetes bacterium","D_6__uncultured Bacteroidetes bacterium"
"4769","5926d648a7d11af22205309f93591ceb","D_0__Bacteria","D_1__Chloroflexi","D_2__JG30-KF-CM66",NA,NA,NA,NA
"4770","eafd39699a2ec92c0a448107334913cc","D_0__Bacteria","D_1__Chloroflexi",NA,NA,NA,NA,NA
"4771","209f7ff6243edc0c6a0997c733148d2a","D_0__Bacteria","D_1__Chloroflexi","D_2__Chloroflexia","D_3__Chloroflexales","D_4__Roseiflexaceae","D_5__uncultured","D_6__uncultured bacterium"
"4772","28976507bb52b0ee524269d7e378c9a8","D_0__Bacteria","D_1__Gemmatimonadetes",NA,NA,NA,NA,NA
"4773","fff72bcbd8d09eadeda91d9d72f99fe8","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Cytophagaceae","D_5__Cytophaga","D_6__metagenome"
"4774","1fb68c66631f8bfe1bda17b71817b010","D_0__Bacteria","D_1__Planctomycetes","D_2__Planctomycetacia","D_3__Isosphaerales","D_4__Isosphaeraceae","D_5__Singulisphaera","D_6__uncultured bacterium"
"4775","7e1d38d5e21374a713a6a18e49316bd1","D_0__Bacteria",NA,NA,NA,NA,NA,NA
"4776","1e2862e082407098026b8bcfdfe31638","D_0__Bacteria","D_1__Chloroflexi","D_2__Chloroflexia","D_3__Thermomicrobiales","D_4__JG30-KF-CM45",NA,NA
"4777","28c3656102d3fb5d90a791e19a565dbf","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Myxococcales","D_4__Polyangiaceae","D_5__uncultured","D_6__uncultured bacterium"
"4778","32937a4da5ad8963ea6dee0d75b817f4","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Oligoflexales","D_4__0319-6G20",NA,NA
"4779","bfe997a498780d0aa825e81e5775c396","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Frankiales","D_4__uncultured",NA,NA
"4780","4be980c486e94a0e6a9b5dd114d81de5","D_0__Bacteria","D_1__Acidobacteria","D_2__Acidobacteriia","D_3__Solibacterales","D_4__Solibacteraceae (Subgroup 3)","D_5__Bryobacter",NA
"4781","e2bfc35fef955f59b53adf4d54f3bfb9","D_0__Bacteria","D_1__Chloroflexi","D_2__JG30-KF-CM66","D_3__uncultured Chloroflexi bacterium","D_4__uncultured Chloroflexi bacterium","D_5__uncultured Chloroflexi bacterium","D_6__uncultured Chloroflexi bacterium"
"4782","421e5511fb591f2dd4a91c4f4f48d59f","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Acetobacterales","D_4__Acetobacteraceae","D_5__Craurococcus","D_6__uncultured bacterium"
"4783","37898d6b8a2c35724c565d24fa925f20","D_0__Bacteria","D_1__Chloroflexi","D_2__Ktedonobacteria","D_3__C0119","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4784","38051011fc1dfd977c82b3a7a2e8d373","D_0__Bacteria","D_1__Armatimonadetes","D_2__uncultured","D_3__metagenome","D_4__metagenome","D_5__metagenome","D_6__metagenome"
"4785","d340c9dd4bf920f1d7ddd993e2821785","D_0__Bacteria",NA,NA,NA,NA,NA,NA
"4786","ea4445a029e72b52f1f9ee372432c9c6","D_0__Bacteria",NA,NA,NA,NA,NA,NA
"4787","08b9d6af9e2fb04fd301bf5489f535bc","D_0__Bacteria","D_1__Proteobacteria","D_2__Gammaproteobacteria",NA,NA,NA,NA
"4788","09c66ceebb37ed03e13c4bfaed81d1ba","D_0__Bacteria","D_1__Acidobacteria","D_2__Acidobacteriia","D_3__Solibacterales","D_4__Solibacteraceae (Subgroup 3)","D_5__Bryobacter",NA
"4789","c9c9ccbc90373ce0a662644e1e008142","D_0__Bacteria","D_1__Gemmatimonadetes","D_2__Longimicrobia","D_3__Longimicrobiales","D_4__Longimicrobiaceae","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4790","b9f46b393ac50273af13a206c4362e7c","D_0__Bacteria","D_1__Actinobacteria","D_2__Thermoleophilia","D_3__Solirubrobacterales","D_4__67-14",NA,NA
"4791","24e1eca3b069d69aea4f162f6686e3d8","D_0__Bacteria","D_1__Acidobacteria","D_2__Acidobacteriia","D_3__Acidobacteriales",NA,NA,NA
"4792","abd5b1fb9040f2f589f97ec33b16fa9c","D_0__Bacteria","D_1__Actinobacteria","D_2__0319-7L14","D_3__uncultured actinobacterium","D_4__uncultured actinobacterium","D_5__uncultured actinobacterium","D_6__uncultured actinobacterium"
"4793","48420f0fe670b83b76458fb04452340a","D_0__Bacteria","D_1__WS2","D_2__uncultured soil bacterium","D_3__uncultured soil bacterium","D_4__uncultured soil bacterium","D_5__uncultured soil bacterium","D_6__uncultured soil bacterium"
"4794","e8a66519d7d8a943363e1f0ecb26c9bb","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Streptosporangiales","D_4__Streptosporangiaceae","D_5__Nonomuraea",NA
"4795","6f7115e6d24162ed9520cc39e4237ab6","D_0__Bacteria","D_1__Acidobacteria","D_2__Subgroup 6",NA,NA,NA,NA
"4796","2dac8cd0c9d5bea4108f486da3180a3d","D_0__Bacteria",NA,NA,NA,NA,NA,NA
"4797","001ffb4a8aecde76981bee7d719e737a","D_0__Bacteria","D_1__Armatimonadetes","D_2__Fimbriimonadia","D_3__Fimbriimonadales","D_4__Fimbriimonadaceae","D_5__Fimbriimonas","D_6__uncultured soil bacterium"
"4798","69606d4e013df0966435d62fb8fcffa9","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__env.OPS 17",NA,NA
"4799","2b2ea4683817a4d3f1d0d3a8d135c30b","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria",NA,NA,NA,NA
"4800","e0c863c5a6ab9ec95341952df1f0d08a","D_0__Bacteria","D_1__Acidobacteria","D_2__Acidobacteriia","D_3__Solibacterales","D_4__Solibacteraceae (Subgroup 3)","D_5__Bryobacter","D_6__uncultured bacterium"
"4801","8a0d8417272dba63240b15158d837e37","D_0__Bacteria","D_1__Chloroflexi","D_2__Chloroflexia","D_3__Chloroflexales","D_4__Chloroflexaceae","D_5__FFCH7168","D_6__uncultured bacterium"
"4802","9da6d0add016404a5d4937be0d5a811b","D_0__Bacteria","D_1__Actinobacteria","D_2__Acidimicrobiia","D_3__Microtrichales","D_4__Iamiaceae","D_5__Iamia",NA
"4803","35574a22510aac2de8e254530e2cd0ad","D_0__Bacteria","D_1__Bacteroidetes","D_2__Ignavibacteria","D_3__OPB56","D_4__metagenome","D_5__metagenome","D_6__metagenome"
"4804","bac22f3f0461d9dbe4fd6ef45a09c2de","D_0__Bacteria","D_1__Chloroflexi","D_2__Chloroflexia","D_3__Kallotenuales","D_4__AKIW781","D_5__uncultured soil bacterium","D_6__uncultured soil bacterium"
"4805","f4318a23fb23fc25c76fd2a77bb6b484","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Rhodobacterales","D_4__Rhodobacteraceae","D_5__Rubellimicrobium","D_6__uncultured bacterium"
"4806","6a591cc61911d6c3ff3a13f722e62b06","D_0__Bacteria","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Betaproteobacteriales","D_4__Nitrosomonadaceae","D_5__mle1-7",NA
"4807","119824a74e61f0853797c8f42445beb1","D_0__Bacteria","D_1__Armatimonadetes","D_2__uncultured","D_3__metagenome","D_4__metagenome","D_5__metagenome","D_6__metagenome"
"4808","0f4e43adf5f5101e61263d67afce605a","D_0__Bacteria","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Diplorickettsiales","D_4__Diplorickettsiaceae","D_5__uncultured","D_6__uncultured Coxiellaceae bacterium"
"4809","e75a47f465344eeb342d91cb5461340b","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Oligoflexales","D_4__Oligoflexaceae","D_5__uncultured","D_6__uncultured bacterium"
"4810","11c863724fa9bdebdb4b809cd12351ca","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Bdellovibrionales","D_4__Bdellovibrionaceae","D_5__Bdellovibrio","D_6__uncultured bacterium"
"4811","d805be94bb42afefca8f514cd938713a","D_0__Bacteria","D_1__Planctomycetes","D_2__vadinHA49","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4812","d22c85be4daf6530808885e951e0b932","D_0__Bacteria","D_1__Cyanobacteria","D_2__Oxyphotobacteria","D_3__Oxyphotobacteria Incertae Sedis","D_4__Unknown Family","D_5__CENA359","D_6__uncultured bacterium"
"4813","7597b5ea1364ea4de29b8b4da246b041","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Acetobacterales","D_4__Acetobacteraceae","D_5__Roseomonas","D_6__Roseomonas pecuniae"
"4814","f711e361d40eca23977488915ea98ff3","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Chitinophagales","D_4__Chitinophagaceae",NA,NA
"4815","4440962064284c5e3b0f57469485658d","D_0__Bacteria","D_1__Chloroflexi","D_2__Chloroflexia","D_3__Kallotenuales","D_4__AKIW781","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4816","511dcb5f5f375bb48e5d6657ab8011ac","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Frankiales","D_4__Geodermatophilaceae","D_5__Geodermatophilus",NA
"4817","bd3cc65e49e42f49f7f130a4d3cc9fec","D_0__Bacteria","D_1__Actinobacteria","D_2__Nitriliruptoria","D_3__Euzebyales","D_4__Euzebyaceae","D_5__uncultured","D_6__uncultured bacterium"
"4818","95c5bf3be6b25ffaf4162d571d407afe","D_0__Bacteria","D_1__Planctomycetes","D_2__Planctomycetacia","D_3__Gemmatales","D_4__Gemmataceae","D_5__uncultured","D_6__uncultured bacterium"
"4819","db99036233c0d010fb16bde6e795557b","D_0__Bacteria","D_1__Gemmatimonadetes","D_2__BD2-11 terrestrial group","D_3__uncultured soil bacterium","D_4__uncultured soil bacterium","D_5__uncultured soil bacterium","D_6__uncultured soil bacterium"
"4820","519b06e84b50e09dffc5d9b5a8201d77","D_0__Bacteria","D_1__Chloroflexi","D_2__Anaerolineae","D_3__SBR1031","D_4__A4b","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4821","527bdb7bf2c3eec4f7fe8df0e3c058b6","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Adhaeribacter",NA
"4822","866b6083a169c5851e2fbecc77886374","D_0__Bacteria","D_1__Planctomycetes","D_2__Phycisphaerae","D_3__Tepidisphaerales","D_4__WD2101 soil group","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4823","c885afeb0dfd6b2b633b80ffa1dcff0f","D_0__Bacteria","D_1__Chloroflexi","D_2__Anaerolineae","D_3__SBR1031","D_4__uncultured Gemmatimonadetes bacterium","D_5__uncultured Gemmatimonadetes bacterium","D_6__uncultured Gemmatimonadetes bacterium"
"4824","ce58a407370be3f36a01def6472b667c","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Micromonosporales","D_4__Micromonosporaceae","D_5__Micromonospora",NA
"4825","4981101003b423c99db167fc2e6c3518","D_0__Bacteria","D_1__Acidobacteria","D_2__Subgroup 6",NA,NA,NA,NA
"4826","ee1f95afb1b8b12b5cf06945f1793f72","D_0__Bacteria","D_1__Actinobacteria","D_2__Thermoleophilia","D_3__Solirubrobacterales","D_4__Solirubrobacteraceae","D_5__Solirubrobacter","D_6__uncultured bacterium"
"4827","ae85689a506833647bef4c719dfc2c0a","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Myxococcales","D_4__Haliangiaceae","D_5__Haliangium","D_6__uncultured Myxococcales bacterium"
"4828","a06def83783394ddd1d2d9b449ae3edc","D_0__Bacteria","D_1__BRC1","D_2__uncultured Acidobacteria bacterium","D_3__uncultured Acidobacteria bacterium","D_4__uncultured Acidobacteria bacterium","D_5__uncultured Acidobacteria bacterium","D_6__uncultured Acidobacteria bacterium"
"4829","7d7364bcf0e6ed771f95cfb768dcd187","D_0__Bacteria","D_1__Acidobacteria","D_2__Acidobacteriia","D_3__Solibacterales","D_4__Solibacteraceae (Subgroup 3)","D_5__Elev-16S-1166","D_6__uncultured bacterium"
"4830","c362597fd76e87f29fc8966b8dfe6a32","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Oligoflexales","D_4__0319-6G20",NA,NA
"4831","fb1a0b7096c3f7f9beba3c4600480c03","D_0__Bacteria","D_1__Actinobacteria","D_2__Thermoleophilia","D_3__Gaiellales","D_4__uncultured",NA,NA
"4832","5a43e8dfd8dca8a7bf94cb14a66329e1","D_0__Bacteria","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Competibacterales","D_4__Competibacteraceae","D_5__Plasticicumulans",NA
"4833","7c0898558e1ba100e0b2d2d2d4f2d3bc","D_0__Bacteria","D_1__Chloroflexi","D_2__Chloroflexia","D_3__Thermomicrobiales","D_4__JG30-KF-CM45","D_5__uncultured soil bacterium","D_6__uncultured soil bacterium"
"4834","d84a6ea712215f3bd6795f0829397d86","D_0__Bacteria","D_1__Bacteroidetes","D_2__Rhodothermia","D_3__Rhodothermales","D_4__Rhodothermaceae","D_5__uncultured","D_6__uncultured Bacteroidetes bacterium"
"4835","5487a135a59b083cf02b6b099e2818ec","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Paracaedibacterales","D_4__Paracaedibacteraceae","D_5__Candidatus Paracaedibacter","D_6__uncultured bacterium"
"4836","fdb8f6ee68a73c0449ff21c620e284f0","D_0__Bacteria","D_1__Planctomycetes","D_2__Phycisphaerae","D_3__Tepidisphaerales","D_4__WD2101 soil group","D_5__uncultured planctomycete","D_6__uncultured planctomycete"
"4837","f26de6f1c4e455a80463e77613ad634b","D_0__Bacteria","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Betaproteobacteriales","D_4__TRA3-20",NA,NA
"4838","30881ef3c4899a82679a90972df8e82e","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Azospirillales","D_4__Azospirillaceae",NA,NA
"4839","8e540fc81d7fec386d1d67b11950d9c3","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Adhaeribacter","D_6__Adhaeribacter sp. H13"
"4840","edb68df7ffc7baa8131d254f433a65d1","D_0__Bacteria","D_1__Proteobacteria","D_2__Alphaproteobacteria","D_3__Rhodobacterales","D_4__Rhodobacteraceae","D_5__Rubellimicrobium","D_6__uncultured soil bacterium"
"4841","0f9352cdc4e88396df576238d33c5c7a","D_0__Bacteria","D_1__Gemmatimonadetes","D_2__Gemmatimonadetes","D_3__Gemmatimonadales","D_4__Gemmatimonadaceae","D_5__Gemmatirosa","D_6__uncultured bacterium"
"4842","fcb6fa891e32e1794d55d7aaa9ec6656","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales",NA,NA,NA
"4843","aa32e952075212b7afc9662bc376fc1f","D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Micromonosporales","D_4__Micromonosporaceae",NA,NA
"4844","fe2b2bb91b406790e40e2b9136809ee1","D_0__Bacteria","D_1__Proteobacteria","D_2__Deltaproteobacteria","D_3__Myxococcales","D_4__Blfdi19","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4845","8c704ab744965c9ce7d9d0eb1991cff8","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Cytophagaceae","D_5__uncultured","D_6__uncultured bacterium"
"4846","9428c4cde043eb55039c4432cd95a260","D_0__Bacteria","D_1__Armatimonadetes","D_2__uncultured","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4847","de6e154cfc6071082494072f7ce80d39","D_0__Bacteria","D_1__Planctomycetes","D_2__Planctomycetacia","D_3__Gemmatales","D_4__Gemmataceae","D_5__uncultured",NA
"4848","681e7df0e059e37f5368ddc0b1b84676","D_0__Bacteria","D_1__FBP","D_2__uncultured bacterium","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4849","6c42fb04fb0fd653cf595c95f18f00be","D_0__Bacteria","D_1__Armatimonadetes","D_2__uncultured","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"4850","d9a3090ce49344f2e8f398d42d883716","D_0__Bacteria","D_1__Chloroflexi","D_2__Ktedonobacteria","D_3__B12-WMSP1","D_4__uncultured Chloroflexi bacterium","D_5__uncultured Chloroflexi bacterium","D_6__uncultured Chloroflexi bacterium"
