	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV77	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV78	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV79	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA	NA
ASV80	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV81	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
ASV82	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV83	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV84	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV85	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria chlamydosporigena
ASV86	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV87	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea alpha
ASV88	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium magnum
ASV89	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV90	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus	Cyathus stercoreus
ASV91	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV92	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV93	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV94	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
ASV95	Fungi	NA	NA	NA	NA	NA	NA
ASV96	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV97	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
ASV98	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV99	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	NA	NA	NA
ASV100	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV101	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	NA
ASV102	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
ASV103	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV104	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV105	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV106	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV107	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV108	Fungi	NA	NA	NA	NA	NA	NA
ASV109	Fungi	NA	NA	NA	NA	NA	NA
ASV110	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV111	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV112	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV113	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
ASV114	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV115	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Oedocephalum	NA
ASV116	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella centenaria
ASV117	Fungi	NA	NA	NA	NA	NA	NA
ASV118	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	NA	NA	NA
ASV119	Fungi	NA	NA	NA	NA	NA	NA
ASV120	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	NA	NA
ASV121	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV122	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Albifimbria	NA
ASV123	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
ASV124	Fungi	NA	NA	NA	NA	NA	NA
ASV125	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
ASV126	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV127	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV128	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
ASV129	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Dinemasporium	NA
ASV130	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
ASV131	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea alpha
ASV132	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata
ASV133	Fungi	NA	NA	NA	NA	NA	NA
ASV134	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
ASV135	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV137	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV138	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV139	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV140	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	NA
ASV141	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
ASV142	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella centenaria
ASV143	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV144	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV145	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neobridgeri
ASV146	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces diversus
ASV147	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV148	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
ASV149	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	Acarospora fuscata
ASV150	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV151	Fungi	NA	NA	NA	NA	NA	NA
ASV152	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	NA
ASV153	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Tiarosporella	Tiarosporella graminis var karoo
ASV154	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV155	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV156	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV157	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV158	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
ASV159	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	NA	NA	NA
ASV160	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma paraflava
ASV161	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV162	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora mirabilis
ASV163	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
ASV164	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
ASV165	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV166	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV167	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	NA	NA	NA
ASV168	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	NA
ASV169	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV170	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
ASV171	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
ASV172	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia lunata
ASV173	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV174	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV175	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	NA
ASV176	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV177	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	NA	NA	NA
ASV178	Fungi	NA	NA	NA	NA	NA	NA
ASV179	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV180	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	NA
ASV181	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV182	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV183	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV184	Fungi	NA	NA	NA	NA	NA	NA
ASV185	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV187	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV188	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	NA	NA
ASV189	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Testudinaceae	NA	NA
ASV190	Fungi	Ascomycota	Leotiomycetes	Phacidiales	NA	NA	NA
ASV191	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Carbonea	NA
ASV192	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV193	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV194	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
ASV196	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV197	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma herbarum
ASV199	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV200	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	NA
ASV201	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV202	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea alpha
ASV203	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV204	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV205	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV206	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV207	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	NA	NA
ASV208	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV209	Fungi	NA	NA	NA	NA	NA	NA
ASV210	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV211	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV212	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
ASV213	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
ASV214	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV215	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV216	Fungi	NA	NA	NA	NA	NA	NA
ASV217	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV218	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV219	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA
ASV221	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV222	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV223	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV224	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
ASV225	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV226	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	NA	NA	NA
ASV227	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV228	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Kabatiella	NA
ASV229	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces verruculosus
ASV230	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV231	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV232	Fungi	NA	NA	NA	NA	NA	NA
ASV233	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV234	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	NA
ASV235	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV236	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV237	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV238	Fungi	NA	NA	NA	NA	NA	NA
ASV239	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV240	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	NA
ASV241	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
ASV242	Fungi	NA	NA	NA	NA	NA	NA
ASV243	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta rabiei
ASV244	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	NA
ASV245	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV246	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV247	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia africana
ASV248	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV249	Fungi	NA	NA	NA	NA	NA	NA
ASV250	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV251	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV252	Fungi	NA	NA	NA	NA	NA	NA
ASV253	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV255	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV256	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV257	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	NA	NA	NA
ASV258	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV259	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
ASV260	Fungi	NA	NA	NA	NA	NA	NA
ASV261	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	NA	NA
ASV262	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV263	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
ASV264	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
ASV265	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV266	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV267	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV269	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV270	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	NA	NA	NA
ASV271	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
ASV272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV273	Fungi	NA	NA	NA	NA	NA	NA
ASV274	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
ASV275	Fungi	NA	NA	NA	NA	NA	NA
ASV276	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV277	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV278	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
ASV279	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV280	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV281	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV282	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
ASV283	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	NA	NA
ASV284	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV285	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV286	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium pullulans
ASV287	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV288	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV289	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV290	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV291	Fungi	Mortierellomycota	NA	NA	NA	NA	NA
ASV292	Fungi	NA	NA	NA	NA	NA	NA
ASV293	Fungi	NA	NA	NA	NA	NA	NA
ASV294	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
ASV295	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV296	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV297	Fungi	NA	NA	NA	NA	NA	NA
ASV298	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
ASV299	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
ASV300	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV301	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
ASV302	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
ASV303	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe pediades
ASV304	Fungi	NA	NA	NA	NA	NA	NA
ASV305	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
ASV306	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
ASV307	Fungi	NA	NA	NA	NA	NA	NA
ASV308	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV309	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV310	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
ASV311	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium cornigerum
ASV312	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV313	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV314	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV315	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV316	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV317	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV318	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV319	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV320	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus tracheiphilus
ASV321	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV322	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
ASV323	Fungi	NA	NA	NA	NA	NA	NA
ASV324	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma halophilum
ASV325	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
