"","OTU.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"a15c0e6e6206c2a291d468929c6c826c","a15c0e6e6206c2a291d468929c6c826c","k__Bacteria",NA,NA,NA,NA,NA,NA
"ca6471ed57196df3aece18fa6b0a3e01","ca6471ed57196df3aece18fa6b0a3e01","k__Bacteria",NA,NA,NA,NA,NA,NA
"ade0d44b65528ce1bc12407f2c66c44e","ade0d44b65528ce1bc12407f2c66c44e","k__Bacteria",NA,NA,NA,NA,NA,NA
"1400f44331f265ab2acb7c0c94a70f96","1400f44331f265ab2acb7c0c94a70f96","k__Bacteria",NA,NA,NA,NA,NA,NA
"b62e6ae23fa27e1f5d0d607a511a5708","b62e6ae23fa27e1f5d0d607a511a5708","k__Bacteria",NA,NA,NA,NA,NA,NA
"6883c847d9c024a7b482c4fcc8bc9102","6883c847d9c024a7b482c4fcc8bc9102","k__Bacteria",NA,NA,NA,NA,NA,NA
"b248390e26a914487d251293bb2b2147","b248390e26a914487d251293bb2b2147","k__Bacteria",NA,NA,NA,NA,NA,NA
"4f95edab4173ab29fbb04a103f066bb4","4f95edab4173ab29fbb04a103f066bb4","k__Bacteria"," p__TM7"," c__TM7-1"," o__"," f__"," g__"," s__"
"4ac55a9a4972c2af562071fa27b011f5","4ac55a9a4972c2af562071fa27b011f5","k__Bacteria"," p__TM7"," c__TM7-1"," o__"," f__"," g__"," s__"
"2ce61f1b4778f065ef270ab4365a7557","2ce61f1b4778f065ef270ab4365a7557","k__Bacteria"," p__TM7"," c__TM7-1"," o__"," f__"," g__"," s__"
"ab9506f17d58f24707cefdd593cc821f","ab9506f17d58f24707cefdd593cc821f","k__Bacteria"," p__TM7"," c__TM7-1"," o__"," f__"," g__"," s__"
"04ae707306e897e1917c35d8d0a66229","04ae707306e897e1917c35d8d0a66229","k__Bacteria"," p__TM7"," c__TM7-1"," o__"," f__"," g__"," s__"
"971b516a28ea090901d20732a7d73362","971b516a28ea090901d20732a7d73362","k__Bacteria"," p__TM7"," c__TM7-1"," o__"," f__"," g__"," s__"
"b427828fcd87f4d0d95e8428099db6e3","b427828fcd87f4d0d95e8428099db6e3","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"96194245c5a85c9467f2b235aaa388c1","96194245c5a85c9467f2b235aaa388c1","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"62169769488d71f81aa602568460143d","62169769488d71f81aa602568460143d","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"ad7850a64cc46011be9a6aac20167bf7","ad7850a64cc46011be9a6aac20167bf7","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"1294ec767bc43eede37c718a19ea408d","1294ec767bc43eede37c718a19ea408d","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"312181ffe2309baa4b57c42fa122667f","312181ffe2309baa4b57c42fa122667f","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"5f18b219eae55900e799486765b39ca6","5f18b219eae55900e799486765b39ca6","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"782971b3e16635de9c22bf462b8e829c","782971b3e16635de9c22bf462b8e829c","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"31f694eb845fe776f465867e509a67a2","31f694eb845fe776f465867e509a67a2","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"d0154c1e7f49ea66e9ebba55ef53c804","d0154c1e7f49ea66e9ebba55ef53c804","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"d939e00212dde53826828c63eec602df","d939e00212dde53826828c63eec602df","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"18f09d128b0dbeb9bd59ab0cffcd79a4","18f09d128b0dbeb9bd59ab0cffcd79a4","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"2be9140b3d40ed2e1c53f52da8139849","2be9140b3d40ed2e1c53f52da8139849","k__Bacteria"," p__TM7"," c__SC3"," o__"," f__"," g__"," s__"
"7edd1f8f9cf8ef4d37292ec24b09c4b9","7edd1f8f9cf8ef4d37292ec24b09c4b9","k__Bacteria"," p__OD1"," c__ZB2"," o__"," f__"," g__"," s__"
"3d68037256e2a0f21d537f2bf6b40600","3d68037256e2a0f21d537f2bf6b40600","k__Bacteria"," p__TM6"," c__SJA-4"," o__"," f__"," g__"," s__"
"56a71d1f391db2360534ff4c8d62cd0b","56a71d1f391db2360534ff4c8d62cd0b","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__Truepera"," s__"
"c0e3de04fdf6543d92d6a1636e549729","c0e3de04fdf6543d92d6a1636e549729","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__Truepera"," s__"
"d1d8d5b2bf10930aa6591001fc3a7f5d","d1d8d5b2bf10930aa6591001fc3a7f5d","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__Truepera"," s__"
"c3d548da1e32e489301473e0f9dd1d96","c3d548da1e32e489301473e0f9dd1d96","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__Truepera"," s__"
"d8fd629143f1d808aa5ff1b069c4edd1","d8fd629143f1d808aa5ff1b069c4edd1","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__Truepera"," s__"
"05d9e7f7d0f13d069343c29324d3c8a1","05d9e7f7d0f13d069343c29324d3c8a1","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__"," s__"
"05d0b887c5a59724c6441b71e4d60b66","05d0b887c5a59724c6441b71e4d60b66","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__"," s__"
"2e25d696f0a314cec6ecda206a899880","2e25d696f0a314cec6ecda206a899880","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__"," s__"
"33ce66b41e05515a4a8cbc88f38d9e56","33ce66b41e05515a4a8cbc88f38d9e56","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"6ae83024164945a70e17d25fd1e7bc81","6ae83024164945a70e17d25fd1e7bc81","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"34f222932b2d4643fb01fe0efc2a6b88","34f222932b2d4643fb01fe0efc2a6b88","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"c46c19e284a141e0fdcf32101df1d33f","c46c19e284a141e0fdcf32101df1d33f","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"d64878fc65c2c3444b8e5bd2fd589a60","d64878fc65c2c3444b8e5bd2fd589a60","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"9cab308a8eb4f7ff8b178ee091c3e30f","9cab308a8eb4f7ff8b178ee091c3e30f","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"ed3012073224c38c1be58385de555528","ed3012073224c38c1be58385de555528","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"f61e91a1deb9409765e928f915ae8e8f","f61e91a1deb9409765e928f915ae8e8f","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"ebbe9ad18bb7fb35620245aacaf2288b","ebbe9ad18bb7fb35620245aacaf2288b","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"09e31f493b5f26dcd97f1b0d4de453f4","09e31f493b5f26dcd97f1b0d4de453f4","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"c725c57bc8b61cd6af275a3a33995cac","c725c57bc8b61cd6af275a3a33995cac","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"058a2c5ecfa5e322f4f5a971586dd2f1","058a2c5ecfa5e322f4f5a971586dd2f1","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"a4db314e922aac6784db2b16b05671d4","a4db314e922aac6784db2b16b05671d4","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"6ca08720e950a74335e89b3bb165c30b","6ca08720e950a74335e89b3bb165c30b","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"264f2cf9ac8e526b3fc2c026b9de7f99","264f2cf9ac8e526b3fc2c026b9de7f99","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"670c3ba69a6441f0f3148a0861454e60","670c3ba69a6441f0f3148a0861454e60","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"3be7b17b7c35d25d37c463ed2d0796b2","3be7b17b7c35d25d37c463ed2d0796b2","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"bd92181e3444f41c90f33527f8fed191","bd92181e3444f41c90f33527f8fed191","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"e00a302e6171826716efe98c204562ee","e00a302e6171826716efe98c204562ee","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"c5d5744d33f7f6da30f01a844567cdb1","c5d5744d33f7f6da30f01a844567cdb1","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"0f4624bc1c460ce6b0b20112917f14c8","0f4624bc1c460ce6b0b20112917f14c8","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"d93cc9e7b81657215505128b56393c28","d93cc9e7b81657215505128b56393c28","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"1a703fc0f7c59fa3aa4902c97251afd5","1a703fc0f7c59fa3aa4902c97251afd5","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"2d9672aadf82463850a3754712520700","2d9672aadf82463850a3754712520700","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"b6393c221aa03d419d25ae29d10c4398","b6393c221aa03d419d25ae29d10c4398","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__Deinococcus"," s__"
"a2fa1315595a65bdab5fe6fd4d469d7e","a2fa1315595a65bdab5fe6fd4d469d7e","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__R18-435"," s__"
"86eac132810f0cfbc2248964ac712f96","86eac132810f0cfbc2248964ac712f96","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__R18-435"," s__"
"92d6636a3541f0ce60fcaec92f7c6d96","92d6636a3541f0ce60fcaec92f7c6d96","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__R18-435"," s__"
"cdfa487734e94592ebff8ec59588e2ee","cdfa487734e94592ebff8ec59588e2ee","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__R18-435"," s__"
"821c32a6648373e8bd2bf177055c9491","821c32a6648373e8bd2bf177055c9491","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__R18-435"," s__"
"c12c3583da549d093f7653885b6d2991","c12c3583da549d093f7653885b6d2991","k__Bacteria"," p__[Thermi]"," c__Deinococci"," o__Deinococcales"," f__Deinococcaceae"," g__R18-435"," s__"
"d978b7809c2b93e367fb66a09f9dd8e1","d978b7809c2b93e367fb66a09f9dd8e1","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Gracilibacteraceae"," g__"," s__"
"9f6087cb61e9c31de960321601afd0f4","9f6087cb61e9c31de960321601afd0f4","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Gracilibacteraceae"," g__"," s__"
"e0c7d4a28024194dca4bfb754c6456f5","e0c7d4a28024194dca4bfb754c6456f5","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Gracilibacteraceae"," g__"," s__"
"c2d0543f0b32679368cfce1871e9e653","c2d0543f0b32679368cfce1871e9e653","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Gracilibacteraceae"," g__"," s__"
"560b1a7e87fd6a6bc855fcb48fafb34b","560b1a7e87fd6a6bc855fcb48fafb34b","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae",NA,NA
"9c8938f382fa685b0392827b48172850","9c8938f382fa685b0392827b48172850","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"257945f3fa1243fa63223329de39168b","257945f3fa1243fa63223329de39168b","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Clostridium",NA
"b53f70e0faf1f536b29bb6cd29041401","b53f70e0faf1f536b29bb6cd29041401","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae"," g__Clostridium",NA
"998092a23d2f45a94c01ffc6f3ccca79","998092a23d2f45a94c01ffc6f3ccca79","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales",NA,NA,NA
"ca7e703d16aa8e00fe307799d41ba036","ca7e703d16aa8e00fe307799d41ba036","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Ruminococcaceae",NA,NA
"42c262abf4f0ed9061584734fa706a9a","42c262abf4f0ed9061584734fa706a9a","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Oxobacter"," s__"
"a8a98bc4a9da0f81dd635822afc8e796","a8a98bc4a9da0f81dd635822afc8e796","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Oxobacter"," s__"
"5694bb2f15f2931585ad4a246c0bd519","5694bb2f15f2931585ad4a246c0bd519","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"b4f2765bac8b8204c6ddef762f8c491a","b4f2765bac8b8204c6ddef762f8c491a","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"93312aa352567d821e20262ae4ff7ff7","93312aa352567d821e20262ae4ff7ff7","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"28e454b030c812e5606c8aefe4cf3705","28e454b030c812e5606c8aefe4cf3705","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"3f5c7636f9b8637d6708f2e30e79b078","3f5c7636f9b8637d6708f2e30e79b078","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"52733e0275d9848262e85f586bc4bcb8","52733e0275d9848262e85f586bc4bcb8","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"1ca937939277b11e691d6c2050474569","1ca937939277b11e691d6c2050474569","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae",NA,NA
"ab07afd18f2808383ea95326ad4f37bb","ab07afd18f2808383ea95326ad4f37bb","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae",NA,NA
"01287fd4c31c66feab0800368c92c495","01287fd4c31c66feab0800368c92c495","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"2cb787c61ef8f2a4e0f13af14a84f389","2cb787c61ef8f2a4e0f13af14a84f389","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"935361bfadd90971668fe35df1dd8523","935361bfadd90971668fe35df1dd8523","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__butyricum"
"b2810b54d9f18569a56251e1e2381030","b2810b54d9f18569a56251e1e2381030","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"91cfa4d50277b4c6d0144cf20ea61bba","91cfa4d50277b4c6d0144cf20ea61bba","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__"
"5d04af3cf65cf0b24e4f00f221f23223","5d04af3cf65cf0b24e4f00f221f23223","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium",NA
"4f009dc2ca02440cd2ed1c5129454601","4f009dc2ca02440cd2ed1c5129454601","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium"," s__bowmanii"
"d80580adab5322e41cd95a67b88f055e","d80580adab5322e41cd95a67b88f055e","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__"," s__"
"9ac4e5cbe1a5e9be377ba9074b05b51a","9ac4e5cbe1a5e9be377ba9074b05b51a","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Caloramator"," s__"
"769f9836eaf33af14ffdfd12cea23085","769f9836eaf33af14ffdfd12cea23085","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Caloramator"," s__"
"6026509ee826702ad4d3543ad69353b5","6026509ee826702ad4d3543ad69353b5","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Caloramator"," s__"
"4bba64ff161bd5c38ebfa4ec0ee722b8","4bba64ff161bd5c38ebfa4ec0ee722b8","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Caloramator"," s__"
"b0005b67b3d2cbd514c5bde9ccf9b8ea","b0005b67b3d2cbd514c5bde9ccf9b8ea","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Caloramator"," s__"
"92a553b4e87eeaf828c9692045d5bee6","92a553b4e87eeaf828c9692045d5bee6","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Caloramator"," s__"
"f9ea2b08046d1f8d429d77a50ec7e3c8","f9ea2b08046d1f8d429d77a50ec7e3c8","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Caloramator"," s__"
"e9f7eb732e7b03ce14572014a70e4a48","e9f7eb732e7b03ce14572014a70e4a48","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Peptostreptococcaceae"," g__Tepidibacter"," s__"
"2d129d75c1001b8b124bb2f41173e5fb","2d129d75c1001b8b124bb2f41173e5fb","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae",NA,NA
"a3113e1bfeeeedd26d43d36faca31ed6","a3113e1bfeeeedd26d43d36faca31ed6","k__Bacteria"," p__Verrucomicrobia"," c__Opitutae"," o__Opitutales"," f__Opitutaceae"," g__Opitutus"," s__"
"4c968230545759028d9de5d4aa8f2f15","4c968230545759028d9de5d4aa8f2f15","k__Bacteria"," p__Verrucomicrobia"," c__Opitutae"," o__Opitutales"," f__Opitutaceae"," g__Opitutus"," s__"
"6817e1f7a9ed316f456e0232db98687f","6817e1f7a9ed316f456e0232db98687f","k__Bacteria"," p__Verrucomicrobia"," c__Opitutae"," o__Opitutales"," f__Opitutaceae"," g__Opitutus"," s__"
"10c9973518b5e244adec909028070477","10c9973518b5e244adec909028070477","k__Bacteria"," p__Verrucomicrobia"," c__Opitutae"," o__Opitutales"," f__Opitutaceae"," g__Opitutus"," s__"
"6d0f103ef8b8ed22d5c5851e21e9f24e","6d0f103ef8b8ed22d5c5851e21e9f24e","k__Bacteria"," p__Verrucomicrobia"," c__Opitutae"," o__Opitutales"," f__Opitutaceae"," g__Opitutus"," s__"
"518f15d9d27329a7ef200e1848f14f83","518f15d9d27329a7ef200e1848f14f83","k__Bacteria"," p__Verrucomicrobia"," c__Opitutae"," o__Opitutales"," f__Opitutaceae"," g__Opitutus"," s__"
"2c8e37287414c2bd868a2a8cf91f0f67","2c8e37287414c2bd868a2a8cf91f0f67","k__Bacteria"," p__Verrucomicrobia"," c__Opitutae"," o__Opitutales"," f__Opitutaceae"," g__Opitutus"," s__"
"87f63ebae0b127235da0571b4a0bc72c","87f63ebae0b127235da0571b4a0bc72c","k__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Lachnospiraceae"," g__Coprococcus"," s__"
"63bf04c2c73a14ca5c314f1c9f49da88","63bf04c2c73a14ca5c314f1c9f49da88","k__Bacteria"," p__Chlorobi"," c__OPB56"," o__"," f__"," g__"," s__"
"636d3772ef42718bd685260f89f344a5","636d3772ef42718bd685260f89f344a5","k__Bacteria"," p__Chlorobi"," c__OPB56"," o__"," f__"," g__"," s__"
"7966e736f52fc75558b7fbf492dd7a08","7966e736f52fc75558b7fbf492dd7a08","k__Bacteria"," p__Chlorobi"," c__OPB56"," o__"," f__"," g__"," s__"
"98a720707baaae2c49aabd05001209e7","98a720707baaae2c49aabd05001209e7","k__Bacteria"," p__Chlorobi"," c__OPB56"," o__"," f__"," g__"," s__"
