"","NP1.JOR.NPP","NP10.JOR.NPP","NP12.JOR.NPP","NP14.JOR.NPP","NP18.JOR.NPP","NP21.JOR.NPP","NP22.JOR.NPP","NP23.JOR.NPP","NP24.JOR.NPP","NP25.JOR.NPP","NP26.JOR.NPP","NP27.JOR.NPP","NP28.JOR.NPP","NP32.JOR.NPP","NP33.JOR.NPP","NP34.JOR.NPP","NP35.JOR.NPP","NP36.JOR.NPP","NP37.JOR.NPP","NP38.JOR.NPP","NP39.JOR.NPP","NP40.JOR.NPP","NP41.JOR.NPP","NP43.JOR.NPP","NP44.JOR.NPP","NP45.JOR.NPP","NP46.JOR.NPP","NP5.JOR.NPP","NP6.JOR.NPP","NP7.JOR.NPP"
"b0fba7b78e6ba59ef25f44688d567800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,16,0,0,0,0,17,0,0,0
"7b9d315fd7beab8bf31081ddc23dd1b0",0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0
"826a72283c78d94cd42b798364c5d9f9",0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"8efc0d915fbc15cf1eaa65b543976c1c",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee6a9cd9a3acac3ecbf2319355ce3b1d",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"90ba622b3a02cc0769fb43fa2e54b89f",0,0,14,0,19,0,42,0,18,8,31,0,0,0,0,0,0,0,27,0,0,14,0,13,41,39,0,38,14,13
"403caf20d47259efb2044098c9e4abba",0,0,0,0,0,0,0,26,0,0,0,0,0,27,0,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"b8f9ee36c47eab4ff0340d8d2c931429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,0,0,20,0
"98d0bce6071f91c49689b9bfcdf2ccd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"04f12713590929f2b95ef147e154e791",0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b078ac2f559c2920ae287ecdf886685c",0,16,10,0,0,0,30,5,39,45,59,0,0,0,0,10,0,0,0,0,0,0,0,30,25,9,8,54,0,0
"66dbfdf6cd3475b4c10abf3a9c45b6ad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
"d483e677f086fb4a4e97f758829d7842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4c60fc2f3794e98bf28892037f9b3554",0,24,10,0,0,53,0,56,0,0,0,0,17,0,23,115,53,31,52,0,39,0,35,0,0,17,29,0,0,0
"7e07b1873ecf8d8089bf8c57b40e0159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"8eeff72d9f96a4f449085ef62b874ce7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e6880f027aad4879b508eea86ed34768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
"9ad2d2759270dc3315322e955d904677",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ef8e69591116b76a6484a0322321bcc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6c9439652c0293dfe75f39140c811ce7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f61e23e11c4028f4f21bece3e0a5b00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"25ee786de845e4dc44d1756277eb9431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"5151e7eaddb96fe0d67fdbbd5d727230",0,52,0,0,0,0,0,36,0,0,0,0,31,43,0,18,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"9d2d4b5b40670ce94d055e23bd6903f5",174,113,49,26,22,91,108,134,0,17,13,11,132,134,71,103,77,158,81,232,88,13,164,10,52,123,75,117,85,95
"9c62efba43ba4ea6b0cf9de96bd99d97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"50d6371a9f744eb8d774d932a9395576",0,0,0,0,0,0,0,0,15,23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ae99977cbd0f3d5da942e2023143ad2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"052ca15a6d4075c3026467a0b9777f9c",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,25,0,0,0,9
"3dc07bbfde4ae9613cf099d1de35d3c2",0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cdeec12921ccb33735e317d4aa6f147f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"73112b980fcdde07c2958de4630edb4f",0,0,46,0,0,0,0,0,0,0,0,20,0,0,0,0,49,0,0,0,27,42,33,0,0,27,26,0,0,0
"9850125501739ee2cdce7385b5966e41",56,76,77,0,35,105,121,0,53,51,32,85,63,52,112,49,136,217,86,165,189,119,136,95,120,158,114,52,89,128
"69d77c4e1e1abd58a30e61a94afbb9d3",0,0,68,92,56,29,0,65,0,0,0,58,0,0,0,53,82,0,34,0,69,86,0,33,71,80,59,21,18,46
"eca31fd6e4506b51d2ea763a1f363311",0,0,14,0,0,0,0,0,0,0,0,22,0,0,0,52,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"7b532d05ca1b233a4b90d30b5b4dfe52",0,0,11,47,34,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,46,22,0,17,0,0
"bc7fb2c9b4998b116ed70101605cf652",0,17,17,0,0,0,25,0,10,0,0,5,18,0,20,14,31,35,0,33,34,7,12,13,0,32,15,0,0,13
"adca307cd9bb720b0b92f601fd02c95d",0,0,0,0,0,0,0,0,53,21,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0
"e975e659c2a86ceeab417c40f7f6528f",28,11,118,78,83,61,35,20,53,71,72,73,23,23,51,44,127,58,79,63,66,119,35,79,125,84,58,37,49,87
"14d8a5e535d3add7657b15be8f9c9ae7",0,0,36,115,108,0,17,0,0,0,0,0,0,0,0,0,101,0,0,0,0,18,0,17,94,65,41,9,0,15
"a0c2f591cb1d11a2317381c5da4b192b",0,0,126,0,0,133,0,0,0,0,0,31,15,20,38,53,237,105,84,115,94,47,155,61,0,86,169,0,49,25
"fda6e9dcebda3f3891cc64042a402f6f",0,0,181,0,42,66,0,0,0,16,0,57,0,0,60,45,390,121,62,145,143,94,168,246,46,215,221,0,62,39
"72b5411f12cbda4fff0bd08cdb8fff2d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d7847d6eb08f85e3a904b5fc2c89a352",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,106,0,0,0,0,0,0,0
"ff17195d50137bc124a5d08ae2a90275",0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,31,0,0,0,0,0,0,0
"354fbb9ef2315ae23717f1cea4eb64df",59,53,460,249,204,164,105,60,56,0,0,174,49,51,141,163,1353,326,141,308,646,350,286,373,362,553,519,60,138,112
"9c2f6e550b8cff7cdfb3a340c81a552a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"56e99d3a7b929a204ff08e8ed7020bcf",0,0,27,0,9,0,0,0,0,0,0,12,0,0,0,0,31,0,0,0,12,35,0,31,0,11,27,0,0,0
"abf410b15d7b7b85d6d813c62c80c76d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"d8820bdf5922d0fb377f2ebb36295248",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,19,0,0,0,22,0,0,0,0,0,0,0
"af2c18560957fbbf52688c34d65e7c94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,30,0,0,45,0,0,0,0,0,0,0
"3afe3bff192e0bb73fddd0d2d79110f8",0,37,57,0,0,0,27,28,0,0,0,19,11,0,34,44,91,0,19,0,89,21,40,0,0,53,50,0,27,23
"a3015df8d32ad8f98a90300d9e0ecabe",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,44,26,0,0,0,0
"d24498ce9b85c4b88ff0c518159564a8",0,0,29,0,0,0,26,0,0,0,0,0,0,0,0,24,31,0,0,0,79,0,0,19,49,54,0,29,0,0
"831438aa142b30db00922f6916fdc68b",0,10,79,0,0,170,0,0,0,0,0,16,20,19,30,36,85,80,153,69,79,34,173,81,0,62,123,0,24,0
"98b9729bb3892e4f631c39259e1e4a5e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"cb60e02989ae8527c548fee068f9f213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"b1042888624c0480546f28fbdf47faa7",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,36,0,16,0,0,48,0,74,0,0,13,0,0,0,0
"18a00180cd7258fa92d5560de017d697",0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"4b984fa2b39eecee5809b41512d71a73",0,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81cffa1317660405c1d07d2797d8b445",0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b214909c59deea7ffdb9668e07a3d1ca",13,14,21,0,0,4,0,0,32,30,63,0,14,13,18,0,0,0,7,0,0,18,0,27,0,30,0,0,16,33
"10b1c8b508f018f06711a8184dcf1258",0,0,0,22,24,0,36,0,0,0,0,25,0,0,0,13,33,0,0,0,0,0,0,0,49,0,19,52,0,0
"dd7157d05482cdfc5320e9bc5e257450",0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,25,8,0,0,0,7,0,0,3,7
"5c3e56890be4254cc93c7b50618e7efc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,4,0
"099fd0e946e45fb913a57b9c3669bba4",0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0
"393ee60b9dabd349c852b87091c1e0d1",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0436339912708dc691ebe8e0879119d4",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e305ac5d5256a99c9c71d7dcc9ed63e3",0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f9b95175e8e621eff3a294520689de2e",0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9dc44edf0d4c3f64958ac7b19d6948a2",0,0,0,0,0,0,0,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"abaf6b632745c4529d7ac8aad4802049",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"918409e2c5b43b2edc29f0fc7786fd6b",0,23,30,52,49,0,0,31,0,0,0,0,0,0,0,39,26,0,0,0,84,0,0,0,65,57,0,0,0,0
"c625fbc8a2a739bab190c5695a2b21a6",0,0,39,26,40,66,0,0,26,0,0,52,0,0,0,23,63,39,52,0,62,51,43,52,58,31,55,0,18,0
"5614a2da6eefd6135cafc1cf6f426b2c",18,16,45,17,18,37,26,0,32,39,42,62,14,15,31,0,65,41,36,56,91,56,31,65,47,30,38,24,15,20
"e831b9fe37bd259fff9bf3742bec0b8d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"802d075adeb7d3a683b6e37cf58c0536",0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"fd10766a107536cf9dc5928efddbb59a",0,0,22,0,0,0,0,15,0,0,0,0,0,0,0,27,0,0,14,0,30,0,0,12,0,21,0,0,0,0
"f09eb7e7202c789e070bd16b69915a3b",0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,0,7,0,0
"ce9e8f33376a6ef1552498da7bf8bb95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,16,0
"11b0fa2e6af3f922220353f147847034",0,0,19,0,17,14,0,0,20,0,0,0,0,0,10,0,27,0,0,0,0,16,0,38,65,0,0,31,0,0
"2c2c37b8f97d2890bd0735855fab9532",40,38,83,53,27,51,63,59,31,35,24,71,46,49,17,85,53,100,30,119,86,59,96,52,34,62,66,0,25,19
"2e8df4d6c466985245d6ad335ebc4b19",35,0,32,0,11,41,0,0,55,79,76,30,22,27,37,31,32,44,51,62,37,32,24,83,19,28,22,22,13,22
"b3dda049b8f3409cc87333321598cf5d",0,0,20,0,0,38,0,39,0,0,0,0,0,0,0,91,0,64,29,85,32,45,42,36,43,46,0,0,0,0
"3922b5934695b130c0f93e51a1d7f3dd",32,0,28,0,0,49,0,0,63,77,53,0,28,23,0,41,51,0,35,70,71,26,35,96,40,44,29,0,0,26
"ba703cc4db43e62edc4ec5339f1a1b08",109,115,118,94,99,161,140,261,183,197,182,167,83,107,148,347,203,264,173,326,264,132,216,332,195,154,160,104,147,123
"a9d57835ce1de4a32c729b436a0baaf3",0,0,73,50,51,65,0,0,0,18,19,31,0,0,0,0,97,37,36,44,0,37,22,26,119,49,25,55,0,0
"8a690f5a588f7258e2259018cb6d2912",0,0,240,148,155,0,56,0,14,0,0,146,18,5,46,37,241,79,0,99,59,183,45,94,134,171,194,29,42,60
"3bb32a466d5be3581f615ae1e81520a4",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91d9c5e7b166f155d22ed9d097f0e048",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"06d9f57dbac5da6b7b61329e0446d61b",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"fbe06b38825ee9eb317126be4cda134b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"c05d7a4ab9e18a80d9ced183d028f82d",0,0,19,16,9,0,0,0,0,0,0,21,0,0,6,21,25,0,0,0,18,34,0,0,0,39,19,0,0,0
"cb0282b3a6d8419502a1b14981825486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,28,0,0,0,0,0
"1945caefd6e30434072f318e44d05986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"785afc9b4a4c6ff8a6cf7b7dffb667db",0,34,0,0,0,0,53,47,0,0,0,0,0,0,0,76,0,0,0,0,110,0,0,0,0,64,0,0,0,0
"87a352bbf41561cc2e99c3c68a1cbdd4",0,0,12,0,28,0,0,0,0,0,0,0,0,0,0,0,51,30,0,54,0,0,0,0,57,0,17,42,0,27
"f12b39681d30e165b06bbb17cd45e77f",0,0,0,0,0,0,0,40,0,0,0,0,14,0,0,0,0,0,0,0,0,0,20,0,0,0,17,0,0,0
"fb4d68aadd444d82be4aff2ea8cb9a2a",0,0,21,0,0,0,0,0,26,0,0,20,0,0,34,15,0,0,0,0,0,26,0,41,0,0,0,0,0,0
"ee873611e0c844309fae4d3f3c041767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,43,0,0,0,0,0,73,35,0,39,0,0,0,21
"8df66619de6e1161d32d245195d79029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"8f07323756d608b66ba05cc6d7b99541",0,0,34,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,40,0,0,0,0,41,0,0,0
"511dcb5f5f375bb48e5d6657ab8011ac",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
"fa62f490935128e78d4862e576f6433d",36,0,0,0,0,40,0,0,0,0,0,0,0,38,0,0,0,62,48,0,35,0,54,0,0,0,0,0,0,0
"42410119f676efc76a7c2821d29a0cd5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d8532e116ef4020f29d9756c4da27da",0,25,73,19,20,0,26,37,21,15,19,31,14,0,16,27,36,0,13,0,96,35,15,62,29,43,89,0,12,0
"e1f1101bbd3c55a29f40fc96bf4ccf44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
"b662e6c165db9b3c950a90d14349eb64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,35,0
"70aae77d8b98cb74c04b94ed68e191cd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"9bdf0b6f43363b7d319ea4d0edd7cfbf",0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7b50ad2edaf75045aea3d4705b2c143",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a104bd11d7b9604cbcbe2ed01f00ac4b",0,49,48,57,0,39,94,52,37,0,0,28,82,0,87,39,51,0,0,47,46,36,44,39,50,47,84,48,46,33
"21f044bb9cc66d761e749eed9c28e4a9",87,183,238,194,97,120,300,182,777,250,186,339,102,61,155,93,113,104,148,65,181,238,65,439,249,113,284,156,96,73
"59f8de582d0c5f9a64b319cf54bbcd0f",42,0,22,189,13,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,23,0,26,34,0,32,27
"6cacd0a1fd0f795829d2f5e54dbea90b",0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,181,86,0,0,20,0,0,0,0,0,0
"3b33cfe81e68580160cc1e3790ccdff5",0,0,33,20,18,0,46,18,0,0,0,87,0,0,19,0,0,0,0,0,0,19,0,21,72,31,57,48,8,30
"d08d4af34e52f9eb85d627fe46f6a131",22,0,0,0,0,31,0,0,0,0,0,0,21,45,0,19,41,54,32,0,35,0,20,0,0,0,0,0,0,0
"e30c3eee407f50c673a2c7e61e7b28b5",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482723a6bdd409e1b37e3ab5b8773d2c",0,0,19,0,0,0,46,0,26,0,0,212,0,0,0,0,0,0,0,0,0,13,0,31,0,15,0,0,0,0
"0589fda00db7dc48fdbd299a6bba7490",0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68d543e197b9a45c0edfdac8f03b40a2",0,0,0,23,0,0,0,13,89,0,0,0,43,0,0,0,0,0,0,55,32,0,0,0,0,0,13,0,0,0
"e0744213ac176802e0bab45a4f9ecdc2",0,0,0,0,0,0,0,0,73,13,0,15,0,0,0,0,0,0,0,0,0,11,0,96,0,0,0,0,0,0
"4cdad93887eefa1ba0eb8e59550741d7",0,0,37,0,3,11,14,6,74,0,0,33,0,0,17,13,30,0,0,0,23,25,13,94,24,15,22,0,8,16
"36d935f019690707d38ede9a5f1581e7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"56ef2a77f976c103420ff0f24b79c6a5",0,0,0,0,0,0,12,0,6,0,0,0,0,0,9,8,13,0,8,0,30,8,8,0,18,11,14,0,4,17
"e56707556bcdae29ce6af7b386bbf9f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"3a41e93117e185c5a785f1aea7f1211d",0,0,3,0,0,0,0,2,3,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,19,4,0,6,13,2
"2c0fddc45fc165f10912e9dbb67f46b0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2fa19d0fa8ce17bbb0308f5329e6f584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"1274a56cce8d8f87a036a2d48b84f120",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aedaaa9e2cb13d02884486c11f15d6b8",0,0,0,96,52,46,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,194,60,0,72,0,48
"b154ef1308e382698ae878e60be28af5",0,0,50,0,55,0,38,0,0,0,0,24,18,0,36,0,62,69,40,60,56,52,56,0,144,48,58,48,32,0
"d970f660b314faa701fb1ec0139aa9f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"0ee4b44cb7c3556266575f16cce422d7",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
"7a6964986b98a48f665b10ef220f75f0",0,0,0,30,23,0,0,0,0,0,0,0,0,13,8,0,22,0,0,0,0,0,0,0,46,0,0,32,0,15
"16000239c27f1a34b916a0be188c5a7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,93,0,0,0,27,0,0,0,0,0,0
"8bdae10238d848c57afe27233b07efea",9,26,6,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,105,53,0,8,0,0,0,0,0,0,10
"2ab6a97098c57134b65662648ad8736c",0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f01dcd45b05734023bd9b02a08df716b",0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
"d68ebb29c77373d58d738d260570f836",0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0811448422e8d260657a8858581a4e50",0,0,24,0,0,0,0,0,16,38,42,9,0,0,0,12,0,0,0,0,0,10,0,17,0,17,12,0,0,28
"5376894e6f38cac7ca7ea248e4ed4499",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,28,0,0
"0fa497fb802811fd13484ef87f1e78ca",0,0,0,25,0,0,0,0,0,21,0,0,0,0,0,0,35,0,0,0,0,0,0,0,30,0,0,0,0,0
"3991dc056429657395e3cfe2ee085fb1",0,0,0,0,10,22,0,0,0,0,0,0,0,0,0,29,20,0,0,0,70,0,0,9,20,0,0,28,0,0
"b3e7aea7207e61c96883618a58ec37e0",49,0,0,0,0,0,0,0,80,0,0,0,28,35,0,0,35,22,23,52,0,0,38,31,17,0,0,15,48,0
"e4fdd40e8162c2f66535089b73ba19c5",0,17,40,22,24,11,22,14,28,25,22,73,0,0,13,21,40,0,0,0,41,48,0,61,52,41,30,29,0,16
"4ec39a67a15ff8830fdd2e4429b6682d",0,39,0,41,34,0,65,25,0,0,0,21,0,0,37,0,33,0,0,0,0,32,0,0,104,64,0,72,15,0
"fd5e4a9c1f28facf9bf67fa357db8d0e",0,0,64,0,0,0,0,0,0,0,0,37,0,0,0,0,34,0,0,0,0,0,0,0,0,0,31,0,0,60
"7a28c17f64c1f39d9a2649fb2dad4692",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
"497bf9d38c01e892f7590eaf827554df",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,18,0,0,3,0,0,0,0,0,0
"b3b99bfea5d47e7707965a54478990a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"80c5453bd3b03c0d996fb81e4a2225a2",0,0,0,0,0,0,0,0,0,9,17,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"681bb973d8a1c827dbcec8fb592b842d",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5b0442be3da07d7185abf71ca6256ae",0,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,3,4,0,0,12
"1e26b3f762f3fdc3ecc8ee24655ef60a",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b506c2afae996c9ef5a7434e36b8e8f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"03292ba03df464a8a0a28141144b633e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"47f17b67f17165c3e02f7289be253169",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591726b95cc94c17361421bb3edb8764",0,0,26,0,0,18,39,12,18,22,0,20,15,0,24,19,32,0,19,33,36,20,25,18,0,24,19,31,25,16
"cd49ac54dd5c36b3514bf5fdc7f98074",0,41,28,37,23,38,0,15,0,50,33,38,0,0,0,21,65,0,34,0,48,27,32,0,101,48,31,0,0,0
"ea7e0dfc1e33f1cf57c20587c22bb223",0,0,21,0,0,0,0,0,50,0,0,0,0,0,18,0,0,0,0,0,0,0,0,109,0,0,0,0,0,40
"fc595a1b62ac82bc4125aef64c81fbf6",0,0,8,0,25,0,0,0,10,0,0,12,0,0,0,0,22,0,0,0,0,22,0,0,0,17,10,0,0,0
"bf76b28ea07a5ee2ccd3f04bbe3d0c0c",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47a6dd646e601cc6b14d592372df0395",0,0,11,0,0,33,16,0,0,0,0,0,4,14,35,0,33,38,20,34,35,0,11,20,36,18,16,25,25,27
