"","OTU.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"e1aea782db8e335653217f5d2cc31449","e1aea782db8e335653217f5d2cc31449","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrocosmicus",NA
"228eb5238211163e9d8cb8415f33bfde","228eb5238211163e9d8cb8415f33bfde","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrocosmicus",NA
"94ebfc0a78706ae23fecc5fc828fe460","94ebfc0a78706ae23fecc5fc828fe460","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrocosmicus","D_6__uncultured archaeon"
"6834fce1bd21eef5054a289ec999e261","6834fce1bd21eef5054a289ec999e261","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"c6dd259d40ca81746c8e8138030e985b","c6dd259d40ca81746c8e8138030e985b","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrocosmicus",NA
"64a81d7eade01cf742349b71c4e933b4","64a81d7eade01cf742349b71c4e933b4","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__uncultured euryarchaeote","D_6__uncultured euryarchaeote"
"084082af1ad65fb72e78591c5c6c4ce8","084082af1ad65fb72e78591c5c6c4ce8","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"914ca8bc35da00ca604672ecdc11e8f1","914ca8bc35da00ca604672ecdc11e8f1","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"bc42c4eac337f69c77b9470bdf5e6656","bc42c4eac337f69c77b9470bdf5e6656","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"2906518e1d712319ceb3df21798f0690","2906518e1d712319ceb3df21798f0690","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"26d95432dfcdb1995c4ea6619c786ba1","26d95432dfcdb1995c4ea6619c786ba1","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"97806a5f1cb6bb99de09005d146ef623","97806a5f1cb6bb99de09005d146ef623","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"a049545d89c0fd0ff6e81751b34bb42b","a049545d89c0fd0ff6e81751b34bb42b","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"d965627579a02f315dd1879c19461178","d965627579a02f315dd1879c19461178","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"2bcd7bbcdd771c0de5bec6159033e9e2","2bcd7bbcdd771c0de5bec6159033e9e2","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"61d386cc948a9f1c4bbb21c6418d8462","61d386cc948a9f1c4bbb21c6418d8462","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera",NA
"33f532ca80de57da3074a529af5341b1","33f532ca80de57da3074a529af5341b1","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__uncultured crenarchaeote"
"38dc97b25769300490b1fa11f1d4c8fc","38dc97b25769300490b1fa11f1d4c8fc","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__uncultured crenarchaeote"
"c71dd526a00b97511fa0b1e76c83ae2a","c71dd526a00b97511fa0b1e76c83ae2a","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera",NA
"39b86b728fb72a5c9730443c3a5c3b84","39b86b728fb72a5c9730443c3a5c3b84","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera",NA
"ace25e801ffe33c50c9517de6fa3136a","ace25e801ffe33c50c9517de6fa3136a","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__unidentified archaeon"
"4c3a456da6319667a1fa506c76acdacc","4c3a456da6319667a1fa506c76acdacc","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__uncultured archaeon"
"f2d109a35fbe8386a828443f5733963c","f2d109a35fbe8386a828443f5733963c","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__uncultured archaeon"
"b4851b0f36ec65cd82d82946e4945cde","b4851b0f36ec65cd82d82946e4945cde","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera",NA
"2c727e83bb44502e1bc6e2f47a4d533a","2c727e83bb44502e1bc6e2f47a4d533a","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera",NA
"26b31ebe4680488d2d00378ddc28ec99","26b31ebe4680488d2d00378ddc28ec99","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__uncultured archaeon"
"9f60412749b03e68a921cdf8a5640353","9f60412749b03e68a921cdf8a5640353","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__uncultured archaeon"
"23efe7ef5903d930eceb133015b449aa","23efe7ef5903d930eceb133015b449aa","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera",NA
"47cc4b61407d98ef8965e82e19e854d3","47cc4b61407d98ef8965e82e19e854d3","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera",NA
"960b3f55cd4c7e69bd960998498a7dac","960b3f55cd4c7e69bd960998498a7dac","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__unidentified archaeon"
"77959cdcad97e505123c6b325fcd4ac9","77959cdcad97e505123c6b325fcd4ac9","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__uncultured archaeon"
"20a0b882e8282f88a7b8cfc0396e65c7","20a0b882e8282f88a7b8cfc0396e65c7","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera","D_6__uncultured archaeon"
"e7e26d746e16c1fe9f0376b343d6000d","e7e26d746e16c1fe9f0376b343d6000d","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae","D_5__Candidatus Nitrososphaera",NA
"d316f08d5aeb9ace7b746462eca91592","d316f08d5aeb9ace7b746462eca91592","D_0__Archaea","D_1__Thaumarchaeota","D_2__Nitrososphaeria","D_3__Nitrososphaerales","D_4__Nitrososphaeraceae",NA,NA
"e3b572f887a043fd22a250611875c9c4","e3b572f887a043fd22a250611875c9c4","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"3a448a5e1f31194494af8906fb2c2de2","3a448a5e1f31194494af8906fb2c2de2","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"d30a1c889fb8da4d11e2366aef5dc966","d30a1c889fb8da4d11e2366aef5dc966","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"87351aca079918c0277e83caf2d474fd","87351aca079918c0277e83caf2d474fd","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"68cf2460f259048e946847e09ce4fde6","68cf2460f259048e946847e09ce4fde6","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"feaab07ced0ff08ce223a4a7aa058539","feaab07ced0ff08ce223a4a7aa058539","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"6d7b1dd6b381718be3f9def0a01adba8","6d7b1dd6b381718be3f9def0a01adba8","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"da903f570caaa0d7236b7cf1b13dc945","da903f570caaa0d7236b7cf1b13dc945","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"02de988fdfbf1f019ab641afaf1910d9","02de988fdfbf1f019ab641afaf1910d9","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"78846f2fa8c2c112357cba7322e89944","78846f2fa8c2c112357cba7322e89944","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10",NA,NA,NA,NA
"d01de74501a5c0a5c415524e34205830","d01de74501a5c0a5c415524e34205830","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10",NA,NA,NA,NA
"afdb05c80d7d3c9a1b8f18eadde0c3a7","afdb05c80d7d3c9a1b8f18eadde0c3a7","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured Chloroflexi bacterium","D_4__uncultured Chloroflexi bacterium","D_5__uncultured Chloroflexi bacterium","D_6__uncultured Chloroflexi bacterium"
"6c8b67c54b14d461b37dfca842629a79","6c8b67c54b14d461b37dfca842629a79","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10",NA,NA,NA,NA
"aeef707e104cc5f83536b814235248e1","aeef707e104cc5f83536b814235248e1","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"b778c365312b3bcf6e5eac945cbea1c3","b778c365312b3bcf6e5eac945cbea1c3","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"a64415bd9266071e4bc2b15e7dc79454","a64415bd9266071e4bc2b15e7dc79454","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10",NA,NA,NA,NA
"790201286c5aa78b17225b9e79d7c384","790201286c5aa78b17225b9e79d7c384","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10",NA,NA,NA,NA
"cc8e461bf9beebed17ecbe25d3dc34c2","cc8e461bf9beebed17ecbe25d3dc34c2","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured soil bacterium","D_4__uncultured soil bacterium","D_5__uncultured soil bacterium","D_6__uncultured soil bacterium"
"83ca1974a0bfb62d9aeb6c61f24030ca","83ca1974a0bfb62d9aeb6c61f24030ca","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured soil bacterium","D_4__uncultured soil bacterium","D_5__uncultured soil bacterium","D_6__uncultured soil bacterium"
"ba943bd96eb440377420f3826c0c3637","ba943bd96eb440377420f3826c0c3637","D_0__Bacteria","D_1__Chloroflexi","D_2__TK10","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"18f09d128b0dbeb9bd59ab0cffcd79a4","18f09d128b0dbeb9bd59ab0cffcd79a4","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"1294ec767bc43eede37c718a19ea408d","1294ec767bc43eede37c718a19ea408d","D_0__Bacteria",NA,NA,NA,NA,NA,NA
"d939e00212dde53826828c63eec602df","d939e00212dde53826828c63eec602df","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales",NA,NA,NA
"312181ffe2309baa4b57c42fa122667f","312181ffe2309baa4b57c42fa122667f","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"31f694eb845fe776f465867e509a67a2","31f694eb845fe776f465867e509a67a2","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"782971b3e16635de9c22bf462b8e829c","782971b3e16635de9c22bf462b8e829c","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"d0154c1e7f49ea66e9ebba55ef53c804","d0154c1e7f49ea66e9ebba55ef53c804","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"96194245c5a85c9467f2b235aaa388c1","96194245c5a85c9467f2b235aaa388c1","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales",NA,NA,NA
"62169769488d71f81aa602568460143d","62169769488d71f81aa602568460143d","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales",NA,NA,NA
"ab9506f17d58f24707cefdd593cc821f","ab9506f17d58f24707cefdd593cc821f","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales",NA,NA,NA
"4ac55a9a4972c2af562071fa27b011f5","4ac55a9a4972c2af562071fa27b011f5","D_0__Bacteria","D_1__Patescibacteria","D_2__Saccharimonadia","D_3__Saccharimonadales","D_4__uncultured Candidatus Saccharibacteria bacterium","D_5__uncultured Candidatus Saccharibacteria bacterium","D_6__uncultured Candidatus Saccharibacteria bacterium"
"1bb9fa3eca134b006dcc56f9336ade22","1bb9fa3eca134b006dcc56f9336ade22","D_0__Bacteria","D_1__Patescibacteria","D_2__uncultured","D_3__uncultured bacterium","D_4__uncultured bacterium","D_5__uncultured bacterium","D_6__uncultured bacterium"
"dc2698d57221ae31323d51bc6f70188e","dc2698d57221ae31323d51bc6f70188e","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidetes vadinHA17","D_5__uncultured soil bacterium","D_6__uncultured soil bacterium"
"5c3b9d7957aa37c8245f196a19976a4e","5c3b9d7957aa37c8245f196a19976a4e","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prolixibacteraceae","D_5__WCHB1-32",NA
"c090e844c121ed046d4476c47e795fb9","c090e844c121ed046d4476c47e795fb9","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales",NA,NA,NA
"54cc5d4a1d3a57e77bccb93010edb220","54cc5d4a1d3a57e77bccb93010edb220","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales",NA,NA,NA
"08a5508c62f063d4380397af1db75c29","08a5508c62f063d4380397af1db75c29","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__FFCH9454","D_5__uncultured bacterium","D_6__uncultured bacterium"
"3d9de9ba89705db9e69e13206255b433","3d9de9ba89705db9e69e13206255b433","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales",NA,NA,NA
"1d347ab97098358d18695b5d8a32ff83","1d347ab97098358d18695b5d8a32ff83","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__FFCH9454","D_5__metagenome","D_6__metagenome"
"9d3b1f6b32da8878c48e96e9b75ebd43","9d3b1f6b32da8878c48e96e9b75ebd43","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__FFCH9454","D_5__metagenome","D_6__metagenome"
"a1b8eb1d014f426be65b26092a398681","a1b8eb1d014f426be65b26092a398681","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__FFCH9454","D_5__uncultured bacterium","D_6__uncultured bacterium"
"b980cc89fdd84678caa2ff01c7be6c48","b980cc89fdd84678caa2ff01c7be6c48","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__KD3-93",NA,NA
"63997640eff6b873ab6cf4f7eb2e2ece","63997640eff6b873ab6cf4f7eb2e2ece","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__KD3-93","D_5__uncultured bacterium","D_6__uncultured bacterium"
"ca5c83a06fcf1cac0e95383243d01d2a","ca5c83a06fcf1cac0e95383243d01d2a","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__KD3-93",NA,NA
"413f4849af04e39ad5c2cd568e6f264c","413f4849af04e39ad5c2cd568e6f264c","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales",NA,NA,NA
"db2907fc57fe2cc3d8d46558e7ca0aa0","db2907fc57fe2cc3d8d46558e7ca0aa0","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__KD3-93","D_5__uncultured bacterium","D_6__uncultured bacterium"
"1dafea272a647f194791cfff57a027a2","1dafea272a647f194791cfff57a027a2","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales",NA,NA,NA
"d90cd6aafb5e971c8872b0e0f2f68551","d90cd6aafb5e971c8872b0e0f2f68551","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__KD3-93",NA,NA
"8a19d9ba31439234f116c721e1a644f7","8a19d9ba31439234f116c721e1a644f7","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__KD3-93","D_5__uncultured bacterium","D_6__uncultured bacterium"
"f44c7d7688891fd9ca493a687db1cafd","f44c7d7688891fd9ca493a687db1cafd","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"c76335aab403b3e6216b2581f1b5f9d1","c76335aab403b3e6216b2581f1b5f9d1","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae",NA,NA
"dfab48c2bf2f8c1ea41a32d7aa4e97bd","dfab48c2bf2f8c1ea41a32d7aa4e97bd","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
