OTU ID	N1.Interspace	N1.JOR.NPP	N1.Rhizo	N10.Interspace	N10.JOR.NPP	N10.Rhizo	N101B.Interspace	N102B.Interspace	N103B.Interspace	N104B.Interspace	N105B.Interspace	N106B.Interspace	N11.Interspace	N11.JOR.NPP	N11.Rhizo	N12.Rhizo	N12.Interspace	N12.JOR.NPP	N13.Interspace	N13.Rhizo	N14.Interspace	N14.JOR.NPP	N14.Rhizo	N15.Interspace	N15.Rhizo	N16.Interspace	N16.Rhizo	N17.Interspace	N17.Rhizo	N18.Interspace	N18.JOR.NPP	N18.Rhizo	N19.Interspace	N19.JOR.NPP	N19.Rhizo	N2.Interspace	N2.Rhizo	N20.Interspace	N20.Rhizo	N21.Interspace	N21.JOR.NPP	N21.Rhizo	N22.Interspace	N22.JOR.NPP	N22.Rhizo	N23.Interspace	N23.JOR.NPP	N23.Rhizo	N24.Interspace	N24.JOR.NPP	N24.Rhizo	N25.Interspace	N25.JOR.NPP	N25.Rhizo	N26.Interspace	N26.JOR.NPP	N26.Rhizo	N27.Interspace	N27.JOR.NPP	N27.Rhizo	N28.Interspace	N28.JOR.NPP	N28.Rhizo	N29.Interspace	N29.Rhizo	N3.Interspace	N3.Rhizo	N30.Interspace	N30.JOR.NPP	N30.Rhizo	N31.Interspace	N31.Rhizo	N32.Interspace	N32.JOR.NPP	N32.Rhizo	N33.Interspace	N33.JOR.NPP	N33.Rhizo	N34.Interspace	N34.JOR.NPP	N34.Rhizo	N35.Interspace	N35.JOR.NPP	N35.Rhizo	N36.JOR.NPP	N36.Rhizo	N37.JOR.NPP	N37.Rhizo	N38.JOR.NPP	N38.Rhizo	N39.JOR.NPP	N39.Rhizo	N4.Interspace	N4.Rhizo	N40.JOR.NPP	N40.Rhizo	N41.JOR.NPP	N41.Rhizo	N42.JOR.NPP	N42.Rhizo	N43.JOR.NPP	N43.Rhizo	N44.JOR.NPP	N44.Rhizo	N45.JOR.NPP	N45.Rhizo	N46.JOR.NPP	N46.Rhizo	N47.Interspace	N47.Rhizo	N48.Interspace	N48.Rhizo	N49.Interspace	N49.Rhizo	N5.Interspace	N5.JOR.NPP	N5.Rhizo	N50.Interspace	N50.Rhizo	N51.Interspace	N51.Rhizo	N52.Interspace	N52.Rhizo	N53.Interspace	N53.Rhizo	N54.Interspace	N54.Rhizo	N55.Interspace	N55.Rhizo	N56.Interspace	N56.Rhizo	N57.Interspace	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Interspace	N6.JOR.NPP	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Interspace	N63.Rhizo	N64.Interspace	N64.Rhizo	N65.Interspace	N65.Rhizo	N66.Interspace	N66.Rhizo	N67.Interspace	N67.Rhizo	N68.Interspace	N68.Rhizo	N69.interspace	N7.Interspace	N7.JOR.NPP	N7.Rhizo	N70.interspace	N71.interspace	N73.Interspace	N74.interspace	N75.interspace	N76.interspace	N77.Interspace	N78.interspace	N79.interspace	N8.Interspace	N8.Rhizo	N80.interspace	N81.interspace	N82.interspace	N83.interspace	N84.interspace	N85.interspace	N86.interspace	N87.interspace	N88.interspace	N9.Interspace	N9.Rhizo	NASBSP1	NASBSP2	NASBSP3	NASEP1	NASEP2	NASEP3	NASGTR1	NASGTR2	NASGTR3	NASPC1	NASPC2	NASPC3	NASUCF1	NASUCF2	NASUCF3	NSHP.8.CLAV.LAC	NSHP.8.COLLEMA.R1	NSHP.8.COLLEMA.R2	NSHP.8.COLLEMA.R3	NSHP.8.HEP.PELT.R1	NSHP.8.HEP.PELT.R2	NSHP.8.HEP.PELT.R3	NSHP.8.IC.R1	NSHP.8.IC.R2	NSHP.8.LAC.R2	NSHP.8.LAC.R3	NSHP.8.P.BIG	NSHP.8.P.FLOWER	NSHP.N17.CLAV.LAC	NSHP.N17.COLLEMA.R1	NSHP.N17.COLLEMA.R2	NSHP.N17.COLLEMA.R3	NSHP.N17.DAC.R1	NSHP.N17.DAC.R2	NSHP.N17.DAC.R3	NSHP.N17.HEP.PELT.R1	NSHP.N17.HEP.PELT.R2	NSHP.N17.HEP.PELT.R3	NSHP.N17.IC.R1	NSHP.N17.IC.R2	NSHP.N17.IC.R3	NSHP.N17.LAC.R1	NSHP.N17.LAC.R2	NSHP.N17.LAC.R3	NSHP.N17.P.FLOWER	NSHP.N21.COLLEMA.R1	NSHP.N21.LAC.R1	NSHP.N26.CLAV.LAC	NSHP.N26.COLLEMA.R1	NSHP.N26.COLLEMA.R2	NSHP.N26.COLLEMA.R3	NSHP.N26.DAC	NSHP.N26.HEP.PELT.R1	NSHP.N26.HEP.PELT.R2	NSHP.N26.HEP.PELT.R3	NSHP.N26.IC.R1	NSHP.N26.IC.R2	NSHP.N26.IC.R3	NSHP.N26.LAC.PC	NSHP.N26.LAC.R1	NSHP.N26.LAC.R2	NSHP.N26.LAC.R3	NSHP.N26.P.FLOWER	NSHP1.COLLEMA.R1	NSHP1.IC.R1	NSHP1.LAC.R1
OTU1007	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	2	1	3	0	5	1	0	30	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	27	1	1	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	1	0	0	0	4	0	0	0	6	0	0	0	0	0	60	0	10	0	3	1	0	0	0	2	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	154	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1009	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	14	0	2	0	5	0	0	0	0	15	0	0	0	0	2	0	0	0	0	4	0	1	13	0	0	0	0	0	7	1	0	6	0	0	0	0	0	5	4	0	2	0	3	0	1	0	0	0	0	4	0	0	10	2	0	4	0	0	0	2	0	1	0	10	0	0	0	1	0	4	0	4	0	2	0	2	0	0	0	3	0	3	0	7	0	1	0	0	0	0	7	6	0	0	0	0	0	0	0	0	1	0	0	0	2	4	0	0	1	0	4	0	0	0	0	19	0	3	2	17	0	0	0	0	10	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU101	1	0	212	0	57	19	546	7	78	109	10	372	0	66	1	34	27	8	0	3	84	0	61	2	34	1	4	234	0	1	0	0	349	33	0	1	5	3	100	0	1	0	1	183	11	112	171	3	26	1	19	0	0	6	129	0	0	0	10	93	3	134	526	1	9	0	1	0	15	223	0	25	531	0	4	0	3341	0	0	103	12	0	53	21	0	616	0	31	1	2126	116	40	1	0	1	0	75	0	4	7	0	6	1	153	137	11	3	1	59	0	12	12	2	14	16	29	42	217	38	0	0	38	0	0	52	55	43	1057	8	0	45	3	49	38	4	1	0	23	305	91	28	13	0	133	2	9	54	0	0	1	218	101	30	33	6	99	24	301	0	1	19	1	13	0	79	43	0	6	1	0	10	135	0	2	2	0	10	32	25	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	3	0	3	0	2	2	0	0	0	0	0	1	0	2	0	1	1	0	0	2	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	712	5	18	2	1	0	0
OTU1010	0	0	0	0	0	0	1	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	151	0	1	0	1	0	2	0	0	0	11	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1012	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	19	0	0	0	55	7
OTU1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1014	0	0	0	0	0	61	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0
OTU1016	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	37	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	0	20	0	43	0	0	0	0	0	0	0	12	0	100	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1017	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	0	9	0	4	0	0	26	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2	0	0	0	0	0	0	82	0	0	0	0	0	0	0	30	0	0	0	18	0	0	0	0	0	0	0	31	0	46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1018	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	67	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	76	0	0	0	69	0	0	0	0	0	0	0	59	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU1019	3	0	0	0	0	0	4	4	2	23	0	2	8	1	0	3	0	1	0	5	0	0	8	4	0	13	2	5	4	5	0	0	3	0	0	12	1	0	2	3	0	0	3	0	0	1	0	0	1	0	0	4	0	2	0	0	3	0	0	0	2	4	4	0	3	0	0	0	0	0	9	2	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0	3	12	2	0	2	1	1	0	0	0	1	0	3	0	4	0	0	16	1	4	0	0	0	0	2	2	1	0	0	0	4	0	0	1	8	0	0	0	1	3	1	0	2	1	4	0	0	6	0	2	0	10	0	2	19	4	0	1	13	0	7	0	4	8	0	0	0	0	0	3	12	3	0	1	8	3	0	9	16	0	13	7	3	4	2	6	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1020	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1021	0	0	1	4	0	1	25	0	3	9	2	49	0	0	1	0	15	0	4	0	0	0	1	20	0	0	0	4	0	0	0	0	3	0	2	0	1	0	1	4	0	5	0	0	0	9	0	0	8	0	1	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1	4	0	0	0	0	8	0	0	0	2	0	3	0	0	0	0	11	1	17	0	3	0	0	0	1	9	3	3	0	20	0	0	0	5	1	0	2	10	3	30	1	0	2	5	0	7	3	0	0	1	0	5	2	1	0	2	0	8	0	18	1	0	0	0	1	1	0	1	1	1	0	1	2	2	4	0	1	0	0	5	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1022	0	0	0	0	0	0	0	0	0	10	8	17	0	10	0	0	0	6	0	6	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	17	0	0	0	0	1	1	0	4	0	15	0	24	0	3	0	11	0	5	0	2	0	13	0	3	0	0	0	8	0	3	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	5	0	0	1	9	0	2	2	0	0	13	12	0	6	0	0	0	0	9	0	0	0	0	0	8	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	101	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	33	62	0	0	0	0	0
OTU1023	0	0	0	0	23	0	3	6	0	0	0	0	15	0	1	0	0	12	0	0	0	2	0	1	2	3	0	10	0	0	23	0	0	7	3	0	0	0	0	1	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	2	0	0	0	0	33	2	0	0	0	0	0	3	14	0	9	1	0	0	0	7	0	0	0	1	0	0	21	0	49	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
OTU1024	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	179	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	132	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	25	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1026	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	13	0	2	0	0	0	0	22	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1028	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	55	8	52	0	0	14	0
OTU1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	13	0	0	4	111	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	3	0	0	0	0	3	0	3	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	1	0	0	0	0	2	0	0	0	0	0	0	0	20	0	25	0	0	0	0	2	1	0	0	1	0	0	0	3	0	8	0	0	0	39	0	5	0	6	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
