"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2831","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"ASV10187","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"ASV628","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"ASV22","Fungi",NA,NA,NA,NA,NA,NA
"ASV1088","Fungi",NA,NA,NA,NA,NA,NA
"ASV2816","Fungi",NA,NA,NA,NA,NA,NA
"ASV597","Fungi",NA,NA,NA,NA,NA,NA
"ASV124","Fungi",NA,NA,NA,NA,NA,NA
"ASV307","Fungi",NA,NA,NA,NA,NA,NA
"ASV2008","Fungi",NA,NA,NA,NA,NA,NA
"ASV3988","Fungi",NA,NA,NA,NA,NA,NA
"ASV5376","Fungi",NA,NA,NA,NA,NA,NA
"ASV698","Fungi",NA,NA,NA,NA,NA,NA
"ASV4402","Fungi",NA,NA,NA,NA,NA,NA
"ASV5180","Fungi",NA,NA,NA,NA,NA,NA
"ASV2218","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV1640","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV6933","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV4266","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV7081","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV2722","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV1216","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV4603","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV635","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV15704","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV10640","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV1034","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV10150","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV148","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV3816","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV1747","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV11477","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV2133","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"ASV7726","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"ASV8031","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"ASV433","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV1154","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV7328","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV4930","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV745","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV5527","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV883","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV6289","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV1669","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"ASV409","Fungi",NA,NA,NA,NA,NA,NA
"ASV12523","Fungi",NA,NA,NA,NA,NA,NA
"ASV5866","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV14937","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV2833","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV15035","Fungi",NA,NA,NA,NA,NA,NA
"ASV10601","Fungi",NA,NA,NA,NA,NA,NA
"ASV3899","Fungi",NA,NA,NA,NA,NA,NA
"ASV10921","Fungi",NA,NA,NA,NA,NA,NA
"ASV11342","Fungi",NA,NA,NA,NA,NA,NA
"ASV4667","Fungi",NA,NA,NA,NA,NA,NA
"ASV3290","Fungi",NA,NA,NA,NA,NA,NA
"ASV7836","Fungi",NA,NA,NA,NA,NA,NA
"ASV11510","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV7637","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema",NA
"ASV2464","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria","Septoria arundinacea"
"ASV9240","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","Chaetosphaeronema hispidulum"
"ASV3878","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV10159","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV718","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV3085","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV399","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV7452","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV552","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV2285","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV10063","Fungi",NA,NA,NA,NA,NA,NA
"ASV1100","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV4748","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA
"ASV73","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV9858","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV4300","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV3961","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV9966","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV11494","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV8367","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV5382","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV5475","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV11320","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV12840","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV1526","Fungi",NA,NA,NA,NA,NA,NA
"ASV563","Fungi","Ascomycota","Pezizomycetes",NA,NA,NA,NA
"ASV729","Fungi",NA,NA,NA,NA,NA,NA
"ASV11725","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV4115","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV5784","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV123","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV1323","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV8070","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV8767","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV10680","Fungi",NA,NA,NA,NA,NA,NA
"ASV3552","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV3438","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV358","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV3342","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV7261","Fungi",NA,NA,NA,NA,NA,NA
"ASV4037","Fungi",NA,NA,NA,NA,NA,NA
"ASV3763","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV9260","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV1329","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV4272","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV6310","Fungi",NA,NA,NA,NA,NA,NA
"ASV333","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV11316","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV2792","Fungi",NA,NA,NA,NA,NA,NA
"ASV2701","Fungi",NA,NA,NA,NA,NA,NA
"ASV2287","Fungi",NA,NA,NA,NA,NA,NA
"ASV8772","Fungi",NA,NA,NA,NA,NA,NA
"ASV3370","Fungi",NA,NA,NA,NA,NA,NA
"ASV4321","Fungi",NA,NA,NA,NA,NA,NA
"ASV2966","Fungi",NA,NA,NA,NA,NA,NA
"ASV4210","Fungi",NA,NA,NA,NA,NA,NA
"ASV4298","Fungi",NA,NA,NA,NA,NA,NA
"ASV2375","Fungi",NA,NA,NA,NA,NA,NA
"ASV2206","Fungi",NA,NA,NA,NA,NA,NA
"ASV615","Fungi",NA,NA,NA,NA,NA,NA
"ASV971","Fungi",NA,NA,NA,NA,NA,NA
"ASV2806","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Laetisaria","Laetisaria arvalis"
"ASV3030","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Laetisaria",NA
"ASV210","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV321","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV2799","Fungi",NA,NA,NA,NA,NA,NA
"ASV8692","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV5034","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV13792","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV290","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV401","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV3932","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"ASV3318","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"ASV4063","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"ASV159","Fungi","Ascomycota","Lecanoromycetes","Trapeliales",NA,NA,NA
"ASV10825","Fungi","Ascomycota","Lecanoromycetes","Trapeliales",NA,NA,NA
"ASV167","Fungi","Ascomycota","Lecanoromycetes","Trapeliales",NA,NA,NA
"ASV15882","Fungi","Ascomycota","Lecanoromycetes","Trapeliales",NA,NA,NA
"ASV3442","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"ASV10147","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"ASV12397","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum hungaricum"
"ASV522","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum hungaricum"
"ASV12789","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum hungaricum"
"ASV9975","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum hungaricum"
"ASV516","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum hungaricum"
"ASV6588","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum hungaricum"
"ASV13731","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV5300","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV349","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV1781","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV10229","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV269","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV2873","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"ASV10122","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV7221","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV2129","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV9249","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV7844","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV3170","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV15177","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV4376","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV4717","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV4117","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV1288","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV511","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV13538","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV2358","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV1300","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV2546","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV1229","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV3057","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV347","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV7194","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV4537","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV1580","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV114","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV5373","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV443","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV3494","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV1314","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV398","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV551","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV3333","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV16387","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV3175","Fungi",NA,NA,NA,NA,NA,NA
"ASV1446","Fungi",NA,NA,NA,NA,NA,NA
"ASV2937","Fungi",NA,NA,NA,NA,NA,NA
"ASV260","Fungi",NA,NA,NA,NA,NA,NA
"ASV12952","Fungi",NA,NA,NA,NA,NA,NA
"ASV10151","Fungi",NA,NA,NA,NA,NA,NA
"ASV4613","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV6229","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV4178","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV2746","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV501","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV6784","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV3750","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV3296","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV1337","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV500","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV104","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV13273","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV126","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV14594","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV6079","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Oedocephalum",NA
"ASV2230","Fungi",NA,NA,NA,NA,NA,NA
"ASV583","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Oedocephalum",NA
"ASV4749","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Oedocephalum",NA
"ASV8260","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Oedocephalum",NA
"ASV115","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Oedocephalum",NA
"ASV1705","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Oedocephalum",NA
"ASV2800","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV2337","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV2275","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV6629","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV5928","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV14814","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron",NA
"ASV13454","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV2770","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV4234","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV8332","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV355","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV13296","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV8384","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV5619","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV4473","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV2277","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV1619","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV536","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV3069","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae",NA,NA
"ASV4689","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV12720","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV843","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV5297","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV4868","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV3104","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV1368","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV13152","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV559","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA
"ASV3201","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV1264","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV15271","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV56","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV263","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV5321","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV3613","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV7583","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV6572","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV574","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV1118","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV1874","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV5575","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV1146","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV2662","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV326","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV1565","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV2186","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA
"ASV2298","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV7707","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV795","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV11893","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV288","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV7145","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV3585","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV8965","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV4229","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV10072","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV6961","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV251","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV315","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV16059","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV3931","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"ASV14858","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV4439","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV14592","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"ASV15063","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"ASV11872","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"ASV11701","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV11318","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,"Neophaeococcomyces",NA
"ASV15069","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"ASV2302","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces",NA
"ASV1605","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"ASV11515","Fungi",NA,NA,NA,NA,NA,NA
"ASV5198","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"ASV15300","Fungi",NA,NA,NA,NA,NA,NA
"ASV9986","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"ASV9723","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"ASV13397","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales",NA,NA,NA
"ASV10674","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV8870","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV7825","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV1867","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV164","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV141","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV1822","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"ASV16035","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Comoclathris","Comoclathris sedi"
"ASV961","Fungi",NA,NA,NA,NA,NA,NA
"ASV10922","Fungi",NA,NA,NA,NA,NA,NA
"ASV1617","Fungi",NA,NA,NA,NA,NA,NA
"ASV3492","Fungi",NA,NA,NA,NA,NA,NA
"ASV4460","Fungi",NA,NA,NA,NA,NA,NA
"ASV5546","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"ASV1860","Fungi",NA,NA,NA,NA,NA,NA
"ASV11278","Fungi",NA,NA,NA,NA,NA,NA
"ASV1277","Fungi",NA,NA,NA,NA,NA,NA
